Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Irrigation Method,,label
Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Canal Irrigation,,Fennel
Loamy,7.737875996,2.294819616,16.74085968,26.83194706,36.31131648,Sprinkler Irrigation,,Opium
Clay,8.479918627,2.225306525,30.41386452,20.18391417,28.07846606,Drip Irrigation,,Fennel
Alkaline,7.913618054,2.579919983,27.47016901,14.87065947,40.31165675,Tube Well,,Mustard
Black lava soil,7.842081604,1.592621999,30.88075226,13.7508983,38.6738123,Canal Irrigation,,Oilseeds
Nitrogenous,7.177213964,1.169458292,32.51626032,9.682984238,38.41324754,Sprinkler Irrigation,,Onion
Saline,6.664415114,3.017936768,32.34489039,17.54021548,46.64028444,Drip Irrigation,,Sugarcane
Clay,6.817947003,1.734061125,32.50458665,15.08837864,48.02677981,Tube Well,,Tomato
Alkaline,7.249382946,1.775728582,31.19277477,13.54719289,39.28370542,Sprinkler Irrigation,,Fenugreek
Alkaline,8.048273559,0.904373074,37.67241051,25.61187109,37.70117692,Tube Well,,Guava
Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Canal Irrigation,,Fennel
Alkaline,7.524664083,2.361223493,28.17359571,31.93983853,40.90035519,Tube Well,,Mango
Saline,7.442763814,2.073877954,26.19087664,21.05183557,47.65167282,Tube Well,,Cotton
Saline,7.562774293,1.521970724,41.58818394,12.96353278,33.50948048,Tube Well,,Sugarcane
Chalky (Calcareous),7.745714726,2.284880179,30.97740866,19.50577399,42.17987695,Sprinkler Irrigation,,Oilseeds
Nitrogenous,7.55400706,1.546675727,34.78996971,23.31772809,34.86959578,Drip Irrigation,,Mustard
Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Canal Irrigation,,Fennel
Nitrogenous,6.832259215,2.243018145,22.26348006,25.41345527,37.64437674,Drip Irrigation,,Gram
Black lava soil,8.291058376,1.800267255,30.64593737,19.6836302,36.70125679,Canal Irrigation,,Onion
Sandy,6.984022379,2.297745449,27.05052622,19.33915322,40.36139483,Sprinkler Irrigation,,Coriander
Loamy,6.66276527,1.94548829,30.17187655,20.80294717,46.81066202,Drip Irrigation,,Pulses
Sandy,6.641163926,2.118071205,34.52481021,18.87096625,47.1821476,Drip Irrigation,,Coriander
Saline,7.035536759,1.747935663,29.63571156,29.44639398,41.19085653,Sprinkler Irrigation,,Tomato
Chalky (Calcareous),7.888468351,2.015238207,25.51373497,16.73524922,37.2510532,Sprinkler Irrigation,,Coriander
Loamy,7.196176827,1.931344517,34.78895807,21.03801676,41.53838327,Tube Well,,Cumin
Saline,8.331866416,2.152621563,32.9369585,27.07093644,42.23696969,Tube Well,,Opium
Chalky (Calcareous),8.299160904,2.366773907,30.04391827,18.81158342,40.38304535,Canal Irrigation,,Cumin
Loamy,7.125600102,2.208400787,35.83560394,19.88474722,46.39287584,Canal Irrigation,,Chilli
Nitrogenous,6.942976775,2.129330574,31.06369888,23.91436867,37.84437215,Canal Irrigation,,Guava
Black lava soil,7.380944782,2.023001374,25.47692813,25.86378423,43.32708412,Drip Irrigation,,Mustard
Chalky (Calcareous),7.159913262,1.357806482,37.37939575,22.45722755,38.85459485,Canal Irrigation,,Onion
Chalky (Calcareous),8.399240044,2.276452614,25.31703997,25.53115779,41.00349347,Drip Irrigation,,Onion
Black lava soil,7.382363045,3.072912463,22.27532039,10.09017757,32.50409399,Tube Well,,Opium
Black lava soil,7.315340615,1.210281851,25.91054079,21.95604664,42.90890885,Canal Irrigation,,Fenugreek
Sandy,7.550395536,2.020643728,35.18579449,21.67219257,47.39035949,Tube Well,,Tomato
Alkaline,6.714559271,2.677786468,26.9457118,22.52241628,32.18482847,Canal Irrigation,,Gram
Chalky (Calcareous),7.679840424,2.593538839,25.17605131,17.92684746,36.37848733,Drip Irrigation,,Citrus
Nitrogenous,7.18229506,1.979353656,32.78011048,17.04357606,30.76713476,Sprinkler Irrigation,,Garlic
Chalky (Calcareous),7.511315426,1.297218473,25.07503437,20.99340005,39.60466329,Sprinkler Irrigation,,Gram
Loamy,7.454077618,1.956282336,32.74159814,24.74797286,39.70292409,Tube Well,,Mustard
Alkaline,7.517013706,2.055686301,29.10453357,21.97909891,43.46427878,Sprinkler Irrigation,,Barley
Saline,7.288120159,1.773292946,21.02178414,18.34954904,43.66414541,Canal Irrigation,,Citrus
Chalky (Calcareous),7.721158434,1.624635196,24.24001226,20.54541485,41.92985046,Canal Irrigation,,Fennel
Alkaline,6.921792092,2.425039666,32.08840376,20.53722187,41.9368574,Sprinkler Irrigation,,Fenugreek
Clay,6.82124123,1.549664309,25.17899964,25.4002803,44.71394257,Sprinkler Irrigation,,Fenugreek
Chalky (Calcareous),7.657222295,1.820520807,33.64886469,15.34499144,40.21515487,Drip Irrigation,,Cotton
Nitrogenous,6.618381651,2.391013694,25.44191349,19.90040802,38.7605994,Tube Well,,Guava
Alkaline,7.291780783,2.000988422,37.66436678,13.27492758,35.69475164,Drip Irrigation,,Sugarcane
Black lava soil,6.458950648,2.276574578,27.25899851,29.61722897,36.12692515,Tube Well,,Guava
Clay,7.464439855,2.042797352,28.60813516,23.86423919,43.91579944,Sprinkler Irrigation,,Oilseeds
Sandy,8.13042476,2.308331988,30.43986774,17.79862682,37.35500793,Canal Irrigation,,Sugarcane
Saline,7.013617742,2.203311017,29.13685433,23.1933857,39.6821323,Sprinkler Irrigation,,Onion
Sandy,6.307547246,2.173058664,32.4600714,30.32110067,40.79047438,Sprinkler Irrigation,,Guava
Clay,7.420923078,3.621546485,41.53958125,19.09275465,39.46831499,Sprinkler Irrigation,,Bajra
Loamy,7.977042551,2.609240107,41.01006962,18.21953976,40.5478579,Canal Irrigation,,Fennel
Clay,7.068253198,1.984398256,30.09008436,22.36315173,33.16570818,Drip Irrigation,,Wheat
Nitrogenous,7.867318773,1.507098096,28.57922451,25.97381431,44.47323594,Canal Irrigation,,Fenugreek
Saline,7.835765586,2.76401568,34.43751984,23.80423327,40.30042997,Canal Irrigation,,Onion
Saline,8.130759626,1.666405458,26.3351555,25.48034954,42.12660654,Canal Irrigation,,Citrus
Sandy,7.369845479,1.244979394,28.89730885,19.0314731,42.70143972,Tube Well,,Sugarcane
Clay,7.75943559,2.247902511,30.00809516,22.07386445,48.02169554,Sprinkler Irrigation,,Fenugreek
Loamy,6.939791041,1.622566902,30.16071573,11.37114438,40.1116962,Canal Irrigation,,Gram
Nitrogenous,7.839364035,1.53543183,24.32989907,18.26614212,37.07103638,Sprinkler Irrigation,,Sugarcane
Saline,7.589264585,1.017731981,22.59427138,19.98815542,37.28196552,Canal Irrigation,,Chilli
Black lava soil,7.945671951,1.897822137,28.54779259,22.22072586,44.07877243,Sprinkler Irrigation,,Mango
Nitrogenous,7.333269653,2.759976003,19.32100076,23.79893618,35.80236221,Canal Irrigation,,Pomegranate
Chalky (Calcareous),8.299160904,2.366773907,30.04391827,18.81158342,40.38304535,Canal Irrigation,,Cumin
Nitrogenous,5.914787132,2.10530042,27.5576196,27.96334999,40.09672035,Drip Irrigation,,Chilli
Alkaline,7.788536092,1.910988355,30.77577671,18.00858483,40.58794315,Tube Well,,Chilli
Saline,7.013617742,2.203311017,29.13685433,23.1933857,39.6821323,Sprinkler Irrigation,,Onion
Nitrogenous,7.929007098,1.585901864,19.90756068,20.72531873,43.96587844,Tube Well,,Barley
Loamy,7.438971434,1.771075807,29.20318884,18.14708619,33.25976444,Tube Well,,Cotton
Saline,8.2695986,1.535890016,36.21714139,21.77669098,30.95366143,Canal Irrigation,,Coriander
Loamy,7.491888441,2.578416891,31.98698512,16.26272173,38.59748973,Drip Irrigation,,Wheat
Saline,6.641983376,3.35539715,29.68127357,15.61257989,32.96456403,Canal Irrigation,,Tomato
Clay,7.199027779,1.683384302,25.74693374,17.29496567,43.77832919,Drip Irrigation,,Pulses
Nitrogenous,6.465812142,2.044697639,27.78705354,20.03863947,44.72655886,Drip Irrigation,,Mustard
Clay,7.128756611,1.892731168,11.99457448,16.49355215,35.62092588,Sprinkler Irrigation,,Cotton
Loamy,7.425272153,1.284584399,27.61723099,18.50589955,38.20877811,Tube Well,,Maize
Saline,7.477372849,1.383449347,36.95486179,13.22014828,39.02107365,Drip Irrigation,,Chilli
Black lava soil,7.832684468,1.601931598,25.24968251,12.78197869,37.5854508,Canal Irrigation,,Chilli
Chalky (Calcareous),7.932034991,2.153067277,28.84470232,14.04062648,49.71764441,Sprinkler Irrigation,,Cotton
Alkaline,7.223869374,1.451428175,41.45955633,29.33731002,34.1896709,Tube Well,,Cotton
Black lava soil,8.005419868,3.764527594,23.77756775,22.24913607,36.46223857,Canal Irrigation,,Oilseeds
Alkaline,7.924792266,0.890715017,42.0938889,27.47729123,38.57687248,Drip Irrigation,,Wheat
Clay,8.157113288,2.356633125,24.87017591,23.03644508,47.33925222,Sprinkler Irrigation,,Cumin
Saline,7.476869391,2.057050746,30.30941676,15.36223335,39.04879578,Canal Irrigation,,Fennel
Chalky (Calcareous),6.784322576,1.357200443,21.92076765,21.86324093,40.83246564,Drip Irrigation,,Oilseeds
Sandy,7.207036163,2.164553389,36.26421317,17.75887692,36.53874835,Tube Well,,Guava
Saline,6.910538254,1.890165274,33.04763023,12.22313133,41.00422547,Sprinkler Irrigation,,Cotton
Chalky (Calcareous),7.029298415,2.560483512,34.02787351,24.87911669,40.04428852,Tube Well,,Oilseeds
Black lava soil,6.702622021,2.210349816,27.11039612,24.4057336,40.00662844,Drip Irrigation,,Garlic
Loamy,8.188590468,2.510018253,28.18434177,24.27201001,41.70607921,Tube Well,,Barley
Black lava soil,7.522179399,1.127146284,32.47352827,21.91717516,37.95345763,Canal Irrigation,,Bajra
Saline,7.589264585,1.017731981,22.59427138,19.98815542,37.28196552,Canal Irrigation,,Chilli
Clay,7.420923078,3.621546485,41.53958125,19.09275465,39.46831499,Sprinkler Irrigation,,Bajra
Nitrogenous,5.914787132,2.10530042,27.5576196,27.96334999,40.09672035,Drip Irrigation,,Chilli
Alkaline,6.984487362,2.411175235,25.81509823,22.7598213,38.27950986,Tube Well,,Cumin
Sandy,6.60089263,0.888212916,27.4096549,18.49509844,36.84281486,Canal Irrigation,,Pulses
Alkaline,7.184928585,2.287020965,29.45067938,19.07956566,36.13903806,Sprinkler Irrigation,,Mango
Nitrogenous,6.832259215,2.243018145,22.26348006,25.41345527,37.64437674,Drip Irrigation,,Gram
Clay,7.387253288,2.147755846,27.20602091,18.43964034,38.31092453,Sprinkler Irrigation,,Bajra
Clay,7.04359454,1.791284809,31.72026961,21.7417087,35.51084967,Tube Well,,Pulses
Alkaline,7.746780102,2.145448529,20.0223411,14.3937813,44.64704992,Sprinkler Irrigation,,Pulses
Nitrogenous,6.397352814,2.694882067,23.27395165,14.98280548,38.3432385,Tube Well,,Onion
Loamy,8.126270366,1.610490289,31.36210698,22.08732545,45.95542927,Sprinkler Irrigation,,Maize
Clay,7.989211056,2.261071273,24.48165086,18.34605388,36.09900435,Tube Well,,Citrus
Black lava soil,7.337194474,1.917832397,31.06046677,15.0332065,34.92060587,Sprinkler Irrigation,,Onion
Nitrogenous,7.805108085,2.07848648,27.06734365,21.12108202,43.57304895,Tube Well,,Pulses
Chalky (Calcareous),7.506414322,2.239913518,28.65677123,10.81820108,37.83613058,Tube Well,,Garlic
Chalky (Calcareous),7.336491341,1.89327161,32.48099594,17.32341644,42.55749788,Sprinkler Irrigation,,Oilseeds
Saline,7.379284718,2.733391278,32.52778927,22.18117852,34.04541747,Canal Irrigation,,Pulses
Chalky (Calcareous),8.127259351,2.400350974,40.29922501,22.79361918,39.21761312,Drip Irrigation,,Oilseeds
Saline,7.978351593,2.258473258,28.89243369,19.88849858,36.55557229,Drip Irrigation,,Cumin
Saline,7.704026423,2.275398786,32.22386904,15.87173159,40.74681741,Tube Well,,Bajra
Clay,7.244118221,0.947625247,40.21088955,20.776625,41.99073633,Drip Irrigation,,Cumin
Alkaline,6.515538429,2.051719065,40.2103802,21.38679231,39.8886051,Tube Well,,Gram
Black lava soil,8.470608718,1.560838461,28.1099605,21.15722961,43.23244769,Canal Irrigation,,Gram
Chalky (Calcareous),8.073220435,1.513310581,35.03566668,21.68072482,38.8626187,Sprinkler Irrigation,,Mustard
Black lava soil,7.949179784,2.56238836,27.43705602,23.41606202,46.95127664,Canal Irrigation,,Coriander
Black lava soil,7.169582882,1.213505371,24.73726404,24.97149413,41.27365569,Sprinkler Irrigation,,Cotton
Alkaline,6.926420244,2.54495248,27.14408013,20.219144,44.77901373,Sprinkler Irrigation,,Fennel
Nitrogenous,7.016649055,1.601967931,30.51458695,8.42977967,48.36720943,Drip Irrigation,,Oilseeds
Saline,7.442763814,2.073877954,26.19087664,21.05183557,47.65167282,Tube Well,,Cotton
Loamy,7.08767483,2.351746074,29.61089282,18.62024274,38.19138082,Sprinkler Irrigation,,Bajra
Sandy,7.327040335,2.444576912,24.39124449,16.16567981,40.34036135,Canal Irrigation,,Bajra
Alkaline,7.600826453,1.485013863,30.23039611,14.63155671,40.40541271,Drip Irrigation,,Citrus
Saline,7.737715341,1.602221466,32.12196969,26.39759335,28.9159058,Drip Irrigation,,Barley
Loamy,8.409885894,1.958455336,33.24440963,17.07799512,52.26184956,Tube Well,,Wheat
Alkaline,7.746780102,2.145448529,20.0223411,14.3937813,44.64704992,Sprinkler Irrigation,,Pulses
Black lava soil,7.378469401,2.001143968,35.3518258,26.35946211,39.4459372,Sprinkler Irrigation,,Wheat
Nitrogenous,7.483859694,2.320271468,30.61539101,19.43435974,33.50391818,Canal Irrigation,,Opium
Saline,6.664415114,3.017936768,32.34489039,17.54021548,46.64028444,Drip Irrigation,,Sugarcane
Saline,7.476869391,2.057050746,30.30941676,15.36223335,39.04879578,Canal Irrigation,,Fennel
Chalky (Calcareous),7.336491341,1.89327161,32.48099594,17.32341644,42.55749788,Sprinkler Irrigation,,Oilseeds
Chalky (Calcareous),7.661041155,1.994453998,25.93492814,24.11639958,41.12880762,Drip Irrigation,,Pomegranate
Black lava soil,7.169487473,1.742530647,27.71651192,21.69496757,42.28124744,Sprinkler Irrigation,,Barley
Chalky (Calcareous),6.63946124,1.820798212,23.87500056,25.88266627,37.08138933,Sprinkler Irrigation,,Bajra
Saline,8.365160907,0.877207051,30.97701611,29.59303167,38.23367932,Canal Irrigation,,Bajra
Nitrogenous,7.657064748,1.841958519,31.57169342,22.19575067,44.16589716,Sprinkler Irrigation,,Bajra
Black lava soil,7.832684468,1.601931598,25.24968251,12.78197869,37.5854508,Canal Irrigation,,Chilli
Saline,7.641526581,1.830344406,29.79331398,20.09799808,35.9878498,Drip Irrigation,,Onion
Loamy,7.306185084,1.032517941,29.25319252,8.162611733,41.76885315,Tube Well,,Citrus
Chalky (Calcareous),7.003068663,2.210095771,25.71750881,20.48835188,33.67750797,Canal Irrigation,,Bajra
Chalky (Calcareous),8.164083027,1.747850992,26.96088054,11.17306206,48.70470743,Sprinkler Irrigation,,Wheat
Clay,7.306943612,2.507610446,30.5399196,33.03429582,40.96703184,Tube Well,,Tomato
Saline,7.665056895,1.592994665,28.17161459,22.52135374,42.607247,Canal Irrigation,,Cotton
Saline,7.660465031,1.506067045,33.6151897,20.42756665,31.42145841,Sprinkler Irrigation,,Oilseeds
Saline,6.805728723,1.199864448,23.91358654,20.79731253,35.53606242,Canal Irrigation,,Garlic
Nitrogenous,8.003365036,1.214423824,35.40757043,20.18770921,45.4590267,Canal Irrigation,,Opium
Black lava soil,7.892592541,1.111159519,33.57372825,18.83137971,43.53728855,Canal Irrigation,,Pulses
Alkaline,8.317898903,1.889478768,30.34684901,20.96298459,51.96054818,Drip Irrigation,,Onion
Black lava soil,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Canal Irrigation,,Fenugreek
Chalky (Calcareous),8.127259351,2.400350974,40.29922501,22.79361918,39.21761312,Drip Irrigation,,Oilseeds
Nitrogenous,6.80038587,0.923543242,29.84606749,17.19034943,32.85547697,Sprinkler Irrigation,,Pomegranate
Saline,6.74051511,2.252290907,33.13269182,13.80218857,32.48564696,Sprinkler Irrigation,,Opium
Saline,8.365160907,0.877207051,30.97701611,29.59303167,38.23367932,Canal Irrigation,,Bajra
Alkaline,6.805350635,1.902150734,35.3004487,19.74238536,42.51545184,Canal Irrigation,,Pomegranate
Saline,8.014728741,2.43615769,24.28490344,24.10079093,39.67655697,Sprinkler Irrigation,,Onion
Alkaline,7.301402342,1.44886513,31.73780807,20.4334885,41.77834474,Sprinkler Irrigation,,Wheat
Saline,7.288120159,1.773292946,21.02178414,18.34954904,43.66414541,Canal Irrigation,,Citrus
Loamy,7.425272153,1.284584399,27.61723099,18.50589955,38.20877811,Tube Well,,Maize
Clay,7.196748306,2.227952098,27.70454845,16.52699815,34.22818666,Tube Well,,Mango
Saline,7.336883148,1.327332256,28.59417979,22.52668574,42.63919675,Canal Irrigation,,Oilseeds
Black lava soil,7.415438657,2.039786767,33.79412208,23.48161431,41.39399906,Canal Irrigation,,Opium
Black lava soil,7.945671951,1.897822137,28.54779259,22.22072586,44.07877243,Sprinkler Irrigation,,Mango
Alkaline,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Drip Irrigation,,Fenugreek
Black lava soil,8.337429836,1.862598848,18.99378263,10.00555547,40.17014793,Sprinkler Irrigation,,Guava
Clay,9.038430185,2.68005795,23.7772875,21.16434044,36.95996929,Canal Irrigation,,Oilseeds
Loamy,7.680708659,1.353429228,32.86195156,22.25301706,30.6509183,Canal Irrigation,,Oilseeds
Black lava soil,7.038905547,1.522690949,32.59109475,17.46905469,39.10242713,Sprinkler Irrigation,,Wheat
Loamy,7.53783677,1.78385241,36.36357367,14.15259685,36.39514946,Sprinkler Irrigation,,Cotton
Nitrogenous,8.165287452,1.401605677,34.46848845,24.46476935,49.14810101,Canal Irrigation,,Fenugreek
Saline,6.184634932,2.194187865,29.52587884,17.42608663,41.21765102,Canal Irrigation,,Mustard
Saline,7.420847261,1.908073053,25.77163448,19.92950517,39.68675889,Canal Irrigation,,Cotton
Loamy,8.051608786,2.720971201,31.09481958,15.79089184,27.82343834,Tube Well,,Pulses
Saline,6.522475615,1.81553028,31.06904397,15.41011948,48.65584816,Tube Well,,Onion
Saline,7.050600095,2.27550853,26.33258967,18.49587022,31.86344136,Tube Well,,Tomato
Alkaline,7.165827403,1.969462164,24.70779683,7.509694913,41.00229816,Sprinkler Irrigation,,Cumin
Sandy,7.455382923,1.981214678,21.34399348,27.47469114,40.20662816,Drip Irrigation,,Garlic
Black lava soil,6.952240306,1.559622955,38.99362509,16.32399483,48.28104126,Drip Irrigation,,Cotton
Black lava soil,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Canal Irrigation,,Fenugreek
Chalky (Calcareous),7.222491649,1.298815358,40.45547136,19.88781974,39.71024729,Sprinkler Irrigation,,Citrus
Loamy,7.977042551,2.609240107,41.01006962,18.21953976,40.5478579,Canal Irrigation,,Fennel
Alkaline,7.804452678,2.131033405,20.25219141,18.24575285,28.9082612,Tube Well,,Pulses
Chalky (Calcareous),8.141397484,2.039003709,23.46111717,18.27447952,40.22031284,Tube Well,,Coriander
Clay,8.096793268,1.329755679,28.40086861,20.7215501,30.83147116,Drip Irrigation,,Mustard
Chalky (Calcareous),6.90611738,1.801338374,32.67182449,20.45546803,35.7423001,Sprinkler Irrigation,,Tomato
Loamy,8.126270366,1.610490289,31.36210698,22.08732545,45.95542927,Sprinkler Irrigation,,Maize
Nitrogenous,5.889491822,2.197799417,30.17135907,11.5956477,41.5486339,Tube Well,,Maize
Chalky (Calcareous),8.127259351,2.400350974,40.29922501,22.79361918,39.21761312,Drip Irrigation,,Oilseeds
Saline,7.379284718,2.733391278,32.52778927,22.18117852,34.04541747,Canal Irrigation,,Pulses
Chalky (Calcareous),6.521330705,1.665928476,30.96689726,13.25911477,40.07841118,Tube Well,,Onion
Saline,7.427560719,2.021520435,35.11420736,19.04776907,37.12958711,Sprinkler Irrigation,,Citrus
Alkaline,7.194307376,1.953527897,28.80249039,25.58416888,40.93208085,Sprinkler Irrigation,,Citrus
Alkaline,7.506249661,3.434201528,21.65700371,25.29364265,39.13599131,Canal Irrigation,,Opium
Loamy,6.774536054,2.037788186,35.24432071,19.85391797,43.87557561,Tube Well,,Sugarcane
Sandy,8.100265829,2.070179935,20.16465148,14.41406769,39.07077124,Sprinkler Irrigation,,Fenugreek
Saline,7.42435039,1.302105399,32.95674621,16.38004834,39.02304824,Tube Well,,Cotton
Sandy,6.984022379,2.297745449,27.05052622,19.33915322,40.36139483,Sprinkler Irrigation,,Coriander
Clay,7.224724034,2.158179161,25.57375657,20.90531371,46.51639019,Sprinkler Irrigation,,Cotton
