District,Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Irrigation Method,Water Consumption (liters/hectare),Water Availability (liters/hectare)
Sri Ganganagar,Black lava soil,7.842081604,1.592621999,30.88075226,13.7508983,38.6738123,Oilseeds,Canal Irrigation,6418.676335,7047.824552
Kota,Alkaline,6.857707867,2.488907775,19.47176529,25.76795172,46.93174699,Cotton,Sprinkler Irrigation,10569.07904,10379.99167
Hanumangarh,Clay,7.249869492,1.741941679,40.62278115,6.1309253,39.10190139,Onion,Sprinkler Irrigation,14185.39852,13640.5555
Alwar,Black lava soil,7.037968596,1.373246994,28.92522581,21.92874984,43.51329999,Pulses,Canal Irrigation,11406.57518,11187.31764
Bhilwara,Alkaline,7.516951362,1.404796132,34.6298755,19.5446207,39.11202003,Coriander,Sprinkler Irrigation,12385.67735,12661.67578
Hanumangarh,Loamy,6.881932102,2.62716918,33.65500313,22.69217479,43.57867121,Wheat,Drip Irrigation,9948.401486,10768.66446
Sri Ganganagar,Clay,7.469798135,2.563890125,30.43055434,16.26538357,44.95083119,Gram,Drip Irrigation,11668.9426,11732.2647
Jaipur,Clay,6.644698323,1.8034549,22.16005867,12.53768865,34.99342673,Mango,Sprinkler Irrigation,7381.405459,6785.18612
Sri Ganganagar,Black lava soil,7.318826221,2.370911147,29.54015767,14.59042816,37.98356104,Fennel,Sprinkler Irrigation,10903.62159,11485.66022
Jodhpur,Clay,7.237668796,2.246827424,36.48031531,14.46421592,38.17247032,Fennel,Canal Irrigation,13617.59403,13828.36397
Hanumangarh,Loamy,7.487252936,1.891420596,30.29185145,16.98070534,38.28397037,Mustard,Tube Well,6313.80159,6132.722868
Kota,Nitrogenous,7.123782381,1.266607405,27.49298927,24.87656229,42.57814044,Maize,Sprinkler Irrigation,13634.27934,14206.79582
Udaipur,Saline,7.33980747,1.110300535,25.30016085,22.3832552,48.57953816,Tomato,Canal Irrigation,8087.025431,9027.325758
Kota,Black lava soil,7.337194474,1.917832397,31.06046677,15.0332065,34.92060587,Onion,Sprinkler Irrigation,15794.36488,16493.14471
Alwar,Alkaline,7.579046949,2.016721734,29.5905281,24.95595556,43.73722486,Citrus,Tube Well,10808.9501,10592.66787
Jodhpur,Nitrogenous,7.55400706,1.546675727,34.78996971,23.31772809,34.86959578,Mustard,Drip Irrigation,14521.55138,13847.43275
Kota,Black lava soil,7.371829661,1.730976121,33.9892189,10.70331614,40.22745738,Garlic,Sprinkler Irrigation,8202.166113,8122.905725
Hanumangarh,Black lava soil,8.031970494,2.126284423,36.92266024,22.22099164,45.50661479,Cotton,Sprinkler Irrigation,8243.694955,8000.731989
Jodhpur,Loamy,7.51221592,2.160498782,35.01118083,27.80127765,30.24198544,Maize,Tube Well,6188.138355,6255.226089
Jodhpur,Loamy,8.336132952,1.631310048,25.82907576,8.669739529,38.24610897,Citrus,Sprinkler Irrigation,11687.74635,11502.90229
Nagaur,Black lava soil,8.168484537,1.95887315,31.53225431,17.81131339,40.90994941,Mango,Tube Well,12484.25317,11786.78267
Udaipur,Saline,6.883729844,1.657754135,32.28662141,30.49110737,39.30958833,Cotton,Canal Irrigation,5053.718621,5213.811904
Sri Ganganagar,Black lava soil,7.200089303,1.671432519,26.51140548,16.73268552,38.06729192,Wheat,Sprinkler Irrigation,12379.83859,13308.36619
Sri Ganganagar,Clay,8.157113288,2.356633125,24.87017591,23.03644508,47.33925222,Cumin,Sprinkler Irrigation,8653.279811,7842.768946
Alwar,Clay,7.33609677,1.286990941,31.96936609,24.14661886,36.84174238,Opium,Sprinkler Irrigation,7627.310715,7396.69114
Jodhpur,Loamy,7.51221592,2.160498782,35.01118083,27.80127765,30.24198544,Maize,Tube Well,6188.138355,6255.226089
Udaipur,Nitrogenous,7.721501065,2.475774885,24.89418771,22.3673595,38.66179455,Tomato,Sprinkler Irrigation,15963.09966,16372.35779
Bhilwara,Alkaline,7.869118615,1.428330504,30.43736877,21.16521476,36.40967608,Onion,Tube Well,9035.954475,9627.257974
Sri Ganganagar,Loamy,6.848577618,2.226033919,28.22012958,20.14595252,43.48987015,Coriander,Sprinkler Irrigation,11475.80445,12220.69072
Alwar,Sandy,7.400902162,2.255078734,36.36285081,20.631571,37.65434573,Mustard,Sprinkler Irrigation,7961.273257,7023.619586
Jaipur,Chalky (Calcareous),7.222491649,1.298815358,40.45547136,19.88781974,39.71024729,Citrus,Sprinkler Irrigation,7995.988967,8715.285788
Kota,Black lava soil,7.52984594,2.05309146,26.81095654,19.71081694,45.63894014,Cumin,Drip Irrigation,7901.998227,8134.695576
Sri Ganganagar,Nitrogenous,7.375692073,2.313306819,30.22781941,23.11703569,43.51720067,Fennel,Sprinkler Irrigation,5922.306322,5324.6806
Hanumangarh,Loamy,7.425272153,1.284584399,27.61723099,18.50589955,38.20877811,Maize,Tube Well,8278.907987,7492.536013
Udaipur,Black lava soil,7.194183132,2.559316167,30.06521687,19.10374487,39.44997251,Mustard,Canal Irrigation,8355.334628,8327.788438
Hanumangarh,Black lava soil,7.978919816,1.604559104,30.17004048,13.17489102,43.50747391,Sugarcane,Canal Irrigation,6660.721628,7404.319599
Kota,Saline,7.476869391,2.057050746,30.30941676,15.36223335,39.04879578,Fennel,Canal Irrigation,7892.338003,7761.681287
Sri Ganganagar,Clay,7.469798135,2.563890125,30.43055434,16.26538357,44.95083119,Gram,Drip Irrigation,11668.9426,11732.2647
Kota,Loamy,7.956736866,2.268814951,32.14093124,18.60003349,33.60484632,Pomegranate,Sprinkler Irrigation,8859.254552,8703.733317
Hanumangarh,Loamy,7.196176827,1.931344517,34.78895807,21.03801676,41.53838327,Cumin,Tube Well,11147.15481,11198.79753
Bhilwara,Saline,8.331866416,2.152621563,32.9369585,27.07093644,42.23696969,Opium,Tube Well,9685.957074,9556.337171
Alwar,Clay,7.996891107,2.686957193,25.73806617,22.37682805,43.16227108,Mustard,Sprinkler Irrigation,12872.89236,13647.41543
Nagaur,Alkaline,7.165827403,1.969462164,24.70779683,7.509694913,41.00229816,Cumin,Sprinkler Irrigation,15406.77623,15024.77302
Kota,Black lava soil,7.52984594,2.05309146,26.81095654,19.71081694,45.63894014,Cumin,Drip Irrigation,7901.998227,8134.695576
Udaipur,Loamy,7.571713283,2.435762193,23.74400432,12.33740862,47.89718946,Fenugreek,Sprinkler Irrigation,12031.42252,11115.88726
Hanumangarh,Alkaline,6.926420244,2.54495248,27.14408013,20.219144,44.77901373,Fennel,Sprinkler Irrigation,14563.80762,14097.67714
Alwar,Saline,8.527096921,2.07391037,22.9186557,16.78611809,37.70561577,Citrus,Tube Well,11085.6041,11724.81171
Alwar,Chalky (Calcareous),7.784136689,2.543190356,31.66684926,7.535947503,37.50430524,Tomato,Drip Irrigation,11035.28739,11598.59219
Alwar,Sandy,7.754304187,1.78484534,22.57971668,18.95765895,46.03304077,Mango,Drip Irrigation,5186.493863,5013.657968
Kota,Chalky (Calcareous),7.36719772,1.800060881,29.42679582,21.32134136,39.24941524,Gram,Tube Well,5332.45263,5185.384121
Ajmer,Black lava soil,7.315340615,1.210281851,25.91054079,21.95604664,42.90890885,Fenugreek,Canal Irrigation,10637.32123,10808.457
Hanumangarh,Nitrogenous,7.891679355,1.264755224,23.68615112,16.12062588,40.39482023,Mustard,Sprinkler Irrigation,11298.74409,11921.78615
Kota,Clay,7.864531823,2.175582734,31.70830116,18.64342511,33.91709598,Citrus,Tube Well,8808.136977,8688.506994
Jodhpur,Saline,7.391738401,1.53037923,36.66275734,24.64466007,36.97546618,Sugarcane,Drip Irrigation,14449.43406,14962.76992
Sri Ganganagar,Saline,8.096556473,2.510757696,34.59457427,17.70171614,34.60078776,Sugarcane,Canal Irrigation,13401.81102,12499.87375
Kota,Black lava soil,8.528905589,1.280794417,27.4241455,19.36740552,42.19726345,Barley,Sprinkler Irrigation,8634.324787,8641.818231
Hanumangarh,Loamy,7.196176827,1.931344517,34.78895807,21.03801676,41.53838327,Cumin,Tube Well,11147.15481,11198.79753
Udaipur,Nitrogenous,7.26156177,2.838557935,22.6974955,25.95630341,43.37568528,Cotton,Sprinkler Irrigation,12431.49424,12074.77075
Jaipur,Black lava soil,7.896909234,1.85131196,28.76808299,24.93188253,36.44013386,Guava,Tube Well,13422.89732,13277.0473
Udaipur,Chalky (Calcareous),7.159913262,1.357806482,37.37939575,22.45722755,38.85459485,Onion,Canal Irrigation,8018.848007,7953.113687
Sri Ganganagar,Clay,7.85817004,3.162349457,27.35526619,24.78652411,39.46954682,Cotton,Sprinkler Irrigation,6156.527636,5892.367944
Ajmer,Loamy,8.263406332,2.951279103,44.32606012,15.49003675,54.12110213,Coriander,Sprinkler Irrigation,11975.95081,11327.34945
Jaipur,Chalky (Calcareous),7.462827335,1.907724279,32.96164774,20.49656907,38.04795631,Maize,Drip Irrigation,14425.02599,14786.13469
Ajmer,Clay,6.657666211,2.095458262,29.81834696,20.73467649,37.38934215,Gram,Tube Well,9376.41469,8571.722508
Nagaur,Black lava soil,7.382363045,3.072912463,22.27532039,10.09017757,32.50409399,Opium,Tube Well,12890.67772,13317.34962
Jaipur,Saline,7.534668581,2.431271742,21.52513281,24.10116199,44.08653102,Citrus,Canal Irrigation,5072.651299,4561.109072
Ajmer,Sandy,7.947455278,1.183992557,25.47526084,10.96479303,38.6257735,Onion,Sprinkler Irrigation,9196.046017,10041.3921
Sri Ganganagar,Chalky (Calcareous),7.506414322,2.239913518,28.65677123,10.81820108,37.83613058,Garlic,Tube Well,10209.99323,10742.56007
Kota,Chalky (Calcareous),6.997854718,1.409009002,34.97986839,16.50869076,40.62087842,Guava,Drip Irrigation,13202.48578,12510.03672
Sri Ganganagar,Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Fennel,Canal Irrigation,8385.900627,8458.110409
Jodhpur,Loamy,7.737875996,2.294819616,16.74085968,26.83194706,36.31131648,Opium,Sprinkler Irrigation,5841.960732,6810.487808
Nagaur,Clay,8.479918627,2.225306525,30.41386452,20.18391417,28.07846606,Fennel,Drip Irrigation,9199.905309,9581.406587
Kota,Alkaline,7.913618054,2.579919983,27.47016901,14.87065947,40.31165675,Mustard,Tube Well,14618.42808,14198.34542
Sri Ganganagar,Black lava soil,7.842081604,1.592621999,30.88075226,13.7508983,38.6738123,Oilseeds,Canal Irrigation,6418.676335,7047.824552
Alwar,Nitrogenous,7.177213964,1.169458292,32.51626032,9.682984238,38.41324754,Onion,Sprinkler Irrigation,12647.39407,12983.91524
Sri Ganganagar,Saline,6.664415114,3.017936768,32.34489039,17.54021548,46.64028444,Sugarcane,Drip Irrigation,6060.642053,5612.527525
Jaipur,Clay,6.817947003,1.734061125,32.50458665,15.08837864,48.02677981,Tomato,Tube Well,6536.015734,5593.828609
Bhilwara,Alkaline,7.249382946,1.775728582,31.19277477,13.54719289,39.28370542,Fenugreek,Sprinkler Irrigation,9494.57654,8871.030216
Bhilwara,Alkaline,8.048273559,0.904373074,37.67241051,25.61187109,37.70117692,Guava,Tube Well,7218.176225,8213.088311
Sri Ganganagar,Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Fennel,Canal Irrigation,8385.900627,8458.110409
Bhilwara,Alkaline,7.524664083,2.361223493,28.17359571,31.93983853,40.90035519,Mango,Tube Well,10908.85768,10553.70041
Bhilwara,Saline,7.442763814,2.073877954,26.19087664,21.05183557,47.65167282,Cotton,Tube Well,15002.26221,15455.49235
Alwar,Saline,7.562774293,1.521970724,41.58818394,12.96353278,33.50948048,Sugarcane,Tube Well,16002.21084,15205.83802
Kota,Chalky (Calcareous),7.745714726,2.284880179,30.97740866,19.50577399,42.17987695,Oilseeds,Sprinkler Irrigation,12623.94474,12590.95157
Jodhpur,Nitrogenous,7.55400706,1.546675727,34.78996971,23.31772809,34.86959578,Mustard,Drip Irrigation,14521.55138,13847.43275
Sri Ganganagar,Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Fennel,Canal Irrigation,8385.900627,8458.110409
Bhilwara,Nitrogenous,6.832259215,2.243018145,22.26348006,25.41345527,37.64437674,Gram,Drip Irrigation,12648.40604,12091.90025
Bhilwara,Black lava soil,8.291058376,1.800267255,30.64593737,19.6836302,36.70125679,Onion,Canal Irrigation,12028.43812,11254.36081
Ajmer,Sandy,6.984022379,2.297745449,27.05052622,19.33915322,40.36139483,Coriander,Sprinkler Irrigation,8666.733713,7793.417226
Bhilwara,Loamy,6.66276527,1.94548829,30.17187655,20.80294717,46.81066202,Pulses,Drip Irrigation,9422.358174,9948.40555
Jodhpur,Sandy,6.641163926,2.118071205,34.52481021,18.87096625,47.1821476,Coriander,Drip Irrigation,12716.65436,13398.21329
Hanumangarh,Saline,7.035536759,1.747935663,29.63571156,29.44639398,41.19085653,Tomato,Sprinkler Irrigation,7868.457709,6986.421839
Kota,Chalky (Calcareous),7.888468351,2.015238207,25.51373497,16.73524922,37.2510532,Coriander,Sprinkler Irrigation,8088.553494,8587.062097
Hanumangarh,Loamy,7.196176827,1.931344517,34.78895807,21.03801676,41.53838327,Cumin,Tube Well,11147.15481,11198.79753
Bhilwara,Saline,8.331866416,2.152621563,32.9369585,27.07093644,42.23696969,Opium,Tube Well,9685.957074,9556.337171
Kota,Chalky (Calcareous),8.299160904,2.366773907,30.04391827,18.81158342,40.38304535,Cumin,Canal Irrigation,6194.533536,6140.8546
Udaipur,Loamy,7.125600102,2.208400787,35.83560394,19.88474722,46.39287584,Chilli,Canal Irrigation,11453.42947,10633.92704
Alwar,Nitrogenous,6.942976775,2.129330574,31.06369888,23.91436867,37.84437215,Guava,Canal Irrigation,15723.13793,15276.15362
Udaipur,Black lava soil,7.380944782,2.023001374,25.47692813,25.86378423,43.32708412,Mustard,Drip Irrigation,11497.93257,10643.11146
Udaipur,Chalky (Calcareous),7.159913262,1.357806482,37.37939575,22.45722755,38.85459485,Onion,Canal Irrigation,8018.848007,7953.113687
Bhilwara,Chalky (Calcareous),8.399240044,2.276452614,25.31703997,25.53115779,41.00349347,Onion,Drip Irrigation,9945.804199,10823.73315
Nagaur,Black lava soil,7.382363045,3.072912463,22.27532039,10.09017757,32.50409399,Opium,Tube Well,12890.67772,13317.34962
Ajmer,Black lava soil,7.315340615,1.210281851,25.91054079,21.95604664,42.90890885,Fenugreek,Canal Irrigation,10637.32123,10808.457
Jaipur,Sandy,7.550395536,2.020643728,35.18579449,21.67219257,47.39035949,Tomato,Tube Well,12435.12483,13358.65028
Jodhpur,Alkaline,6.714559271,2.677786468,26.9457118,22.52241628,32.18482847,Gram,Canal Irrigation,5766.843842,6383.526186
Bhilwara,Chalky (Calcareous),7.679840424,2.593538839,25.17605131,17.92684746,36.37848733,Citrus,Drip Irrigation,13274.41758,12920.41611
Sri Ganganagar,Nitrogenous,7.18229506,1.979353656,32.78011048,17.04357606,30.76713476,Garlic,Sprinkler Irrigation,5766.407617,6674.718309
Hanumangarh,Chalky (Calcareous),7.511315426,1.297218473,25.07503437,20.99340005,39.60466329,Gram,Sprinkler Irrigation,10993.57262,11356.45726
Jodhpur,Loamy,7.454077618,1.956282336,32.74159814,24.74797286,39.70292409,Mustard,Tube Well,9974.913485,9799.321096
Nagaur,Alkaline,7.517013706,2.055686301,29.10453357,21.97909891,43.46427878,Barley,Sprinkler Irrigation,11739.96657,11617.91067
Jaipur,Saline,7.288120159,1.773292946,21.02178414,18.34954904,43.66414541,Citrus,Canal Irrigation,13588.23035,14184.6768
Hanumangarh,Chalky (Calcareous),7.721158434,1.624635196,24.24001226,20.54541485,41.92985046,Fennel,Canal Irrigation,7090.404122,7603.524009
Ajmer,Alkaline,6.921792092,2.425039666,32.08840376,20.53722187,41.9368574,Fenugreek,Sprinkler Irrigation,11783.79352,10916.06617
Sri Ganganagar,Clay,6.82124123,1.549664309,25.17899964,25.4002803,44.71394257,Fenugreek,Sprinkler Irrigation,7104.261819,6868.676063
Alwar,Chalky (Calcareous),7.657222295,1.820520807,33.64886469,15.34499144,40.21515487,Cotton,Drip Irrigation,14429.67211,14362.84557
Jaipur,Nitrogenous,6.618381651,2.391013694,25.44191349,19.90040802,38.7605994,Guava,Tube Well,11158.38432,10516.38135
Sri Ganganagar,Alkaline,7.291780783,2.000988422,37.66436678,13.27492758,35.69475164,Sugarcane,Drip Irrigation,10190.62478,9230.048762
Ajmer,Black lava soil,6.458950648,2.276574578,27.25899851,29.61722897,36.12692515,Guava,Tube Well,12295.91217,11359.38641
Jaipur,Clay,7.464439855,2.042797352,28.60813516,23.86423919,43.91579944,Oilseeds,Sprinkler Irrigation,14503.63867,15417.83243
Hanumangarh,Sandy,8.13042476,2.308331988,30.43986774,17.79862682,37.35500793,Sugarcane,Canal Irrigation,10813.02045,10948.1753
Jodhpur,Saline,7.013617742,2.203311017,29.13685433,23.1933857,39.6821323,Onion,Sprinkler Irrigation,14543.52444,14584.89972
Alwar,Sandy,6.307547246,2.173058664,32.4600714,30.32110067,40.79047438,Guava,Sprinkler Irrigation,8522.951454,9029.965796
Ajmer,Clay,7.420923078,3.621546485,41.53958125,19.09275465,39.46831499,Bajra,Sprinkler Irrigation,8015.789943,7515.180811
Alwar,Loamy,7.977042551,2.609240107,41.01006962,18.21953976,40.5478579,Fennel,Canal Irrigation,12349.41084,13170.18887
Bhilwara,Clay,7.068253198,1.984398256,30.09008436,22.36315173,33.16570818,Wheat,Drip Irrigation,17436.65886,17866.0239
Alwar,Nitrogenous,7.867318773,1.507098096,28.57922451,25.97381431,44.47323594,Fenugreek,Canal Irrigation,7548.906593,8116.825483
Nagaur,Saline,7.835765586,2.76401568,34.43751984,23.80423327,40.30042997,Onion,Canal Irrigation,5216.115117,5076.985744
Kota,Saline,8.130759626,1.666405458,26.3351555,25.48034954,42.12660654,Citrus,Canal Irrigation,8894.466283,9044.751661
Ajmer,Sandy,7.369845479,1.244979394,28.89730885,19.0314731,42.70143972,Sugarcane,Tube Well,10726.44336,11310.92479
Alwar,Clay,7.75943559,2.247902511,30.00809516,22.07386445,48.02169554,Fenugreek,Sprinkler Irrigation,8390.834978,7463.940052
Alwar,Loamy,6.939791041,1.622566902,30.16071573,11.37114438,40.1116962,Gram,Canal Irrigation,10428.86594,9813.976461
Udaipur,Nitrogenous,7.839364035,1.53543183,24.32989907,18.26614212,37.07103638,Sugarcane,Sprinkler Irrigation,7133.565729,6868.764855
Ajmer,Saline,7.589264585,1.017731981,22.59427138,19.98815542,37.28196552,Chilli,Canal Irrigation,12004.15004,11324.20472
Kota,Black lava soil,7.945671951,1.897822137,28.54779259,22.22072586,44.07877243,Mango,Sprinkler Irrigation,10606.2235,11374.15757
Sri Ganganagar,Nitrogenous,7.333269653,2.759976003,19.32100076,23.79893618,35.80236221,Pomegranate,Canal Irrigation,12134.46143,12846.00772
Kota,Chalky (Calcareous),8.299160904,2.366773907,30.04391827,18.81158342,40.38304535,Cumin,Canal Irrigation,6194.533536,6140.8546
Kota,Nitrogenous,5.914787132,2.10530042,27.5576196,27.96334999,40.09672035,Chilli,Drip Irrigation,14638.50661,15448.41821
Hanumangarh,Alkaline,7.788536092,1.910988355,30.77577671,18.00858483,40.58794315,Chilli,Tube Well,11206.5093,10783.41951
Jodhpur,Saline,7.013617742,2.203311017,29.13685433,23.1933857,39.6821323,Onion,Sprinkler Irrigation,14543.52444,14584.89972
Kota,Nitrogenous,7.929007098,1.585901864,19.90756068,20.72531873,43.96587844,Barley,Tube Well,7845.401422,7476.235234
Udaipur,Loamy,7.438971434,1.771075807,29.20318884,18.14708619,33.25976444,Cotton,Tube Well,7012.390638,7540.915289
Ajmer,Saline,8.2695986,1.535890016,36.21714139,21.77669098,30.95366143,Coriander,Canal Irrigation,14599.36564,14731.55946
Alwar,Loamy,7.491888441,2.578416891,31.98698512,16.26272173,38.59748973,Wheat,Drip Irrigation,11628.13462,11553.89251
Ajmer,Saline,6.641983376,3.35539715,29.68127357,15.61257989,32.96456403,Tomato,Canal Irrigation,4958.727042,5342.417163
Jaipur,Clay,7.199027779,1.683384302,25.74693374,17.29496567,43.77832919,Pulses,Drip Irrigation,9784.725643,8873.174034
Kota,Nitrogenous,6.465812142,2.044697639,27.78705354,20.03863947,44.72655886,Mustard,Drip Irrigation,12202.81956,12761.84085
Ajmer,Clay,7.128756611,1.892731168,11.99457448,16.49355215,35.62092588,Cotton,Sprinkler Irrigation,8645.003669,7681.135924
Hanumangarh,Loamy,7.425272153,1.284584399,27.61723099,18.50589955,38.20877811,Maize,Tube Well,8278.907987,7492.536013
Hanumangarh,Saline,7.477372849,1.383449347,36.95486179,13.22014828,39.02107365,Chilli,Drip Irrigation,11449.39055,10775.08502
Jodhpur,Black lava soil,7.832684468,1.601931598,25.24968251,12.78197869,37.5854508,Chilli,Canal Irrigation,11139.65533,11496.05058
Jodhpur,Chalky (Calcareous),7.932034991,2.153067277,28.84470232,14.04062648,49.71764441,Cotton,Sprinkler Irrigation,9473.580498,9582.590408
Jodhpur,Alkaline,7.223869374,1.451428175,41.45955633,29.33731002,34.1896709,Cotton,Tube Well,11425.95265,12151.75252
Nagaur,Black lava soil,8.005419868,3.764527594,23.77756775,22.24913607,36.46223857,Oilseeds,Canal Irrigation,14206.98257,13444.51469
Ajmer,Alkaline,7.924792266,0.890715017,42.0938889,27.47729123,38.57687248,Wheat,Drip Irrigation,13059.56185,13348.35663
Sri Ganganagar,Clay,8.157113288,2.356633125,24.87017591,23.03644508,47.33925222,Cumin,Sprinkler Irrigation,8653.279811,7842.768946
